,ID,Sentence,URL,Sentiment,translated
46,86,自動車市場は、中国や新興国の一部で落ち込みがみられたものの、先進国では安定的に推移し、世界全体でも微減にとどまっておりましたが、新型コロナウイルスによる、世界的な工場の稼働停止や販売店の営業停止など、大きく影響が及び始めました。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Although the automotive market was depressed in some parts of China and emerging countries, it was stable in developed countries, and it was only a slight decline in the whole world, but the new colonavirus is a global factory. It has begun to have a significant impact, such as suspension of operation and suspension of dealers."
47,87,このような需要の変化は現在でも続いており、この状況が今後どのように推移するかは不透明です。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Such changes in demand are still continuing, and it is unclear how this situation will change in the future."
48,88,今後トヨタの想定を超えて需要の変化が継続または悪化した場合、トヨタの財政状態、経営成績およびキャッシュ・フローが悪影響を受ける可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In the future, if the changes in demand continue or worsen beyond Toyota's assumptions, Toyota's financial status, business performance and cash flow may be adversely affected."
49,89,また、需要は、販売・金融インセンティブ、原材料・部品等の価格、燃料価格、政府の規制(関税、輸入規制、その他の租税を含む)など、自動車の価格および自動車の購入・維持費用に直接関わる要因により、影響を受ける場合があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Demand is directly involved in car prices and car purchase and maintenance costs, such as sales and financial incentives, prices of raw materials, parts, etc., fuel prices, government regulations (including tariffs, import regulations, and other taxes). It may be affected by factors."
50,90,需要が変動した場合、自動車の販売台数の減少や販売価格の低下などが起きる可能性があり、それによりトヨタの財政状態、経営成績およびキャッシュ・フローが悪影響を受けるリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If demand fluctuates, there is a possibility that cars will decrease and sell prices may occur, which may result in Toyota's financial status, business performance and cash flow."
51,91,製品の開発期間を短縮し、魅力あふれる新型車でお客様にご満足いただくことは、自動車メーカーにとっては成功のカギとなります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Reducing the development period of the product and satisfying customers with attractive new cars is the key to success for car manufacturers.
52,92,特に、品質、安全性、信頼性において、お客様にご満足いただくことは非常に重要です。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In particular, it is very important to be satisfied with customers in quality, safety and reliability."
53,96,また、トヨタが計画どおりに設備投資を実施し、製造能力を維持・向上できない可能性もあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In addition, Toyota may carry out capital investment as planned, and may not be able to maintain and improve manufacturing capabilities."
54,97,お客様のニーズに対応する製品を開発・提供できない場合、販売シェアの縮小ならびに売上高と利益率の低下を引き起こすリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If you cannot develop and provide products that meet your needs, there is a risk of reducing sales share and decreasing sales and profit margins."
55,98,トヨタの自動車販売の成功は、お客様のご要望を満たす流通網と販売手法に基づき効果的な販売・流通を実施する能力に依存します。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Toyota's successful car sales depends on the ability to implement effective sales and distribution based on the distribution network that meets customer requests and sales methods.
56,99,トヨタはその参入している各主要市場の規制環境において、お客様の価値観または変化に効果的に対応した流通網と販売手法を展開していますが、それができない場合は、売上高および販売シェアが減少するリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Toyota has developed distribution networks and sales methods that are effective in customer values ​​or changes in the regulatory environments in the main markets that are in the entry, but if that is not possible, sales and sales share. There is a risk of decreasing."
57,100,競争の激しい自動車業界において、ブランド・イメージを維持し発展させることは非常に重要です。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,It is very important to maintain and develop a brand image in the intense automotive industry.
58,101,ブランド・イメージを維持し発展させるためには、お客様の価値観やニーズに対応した安全で高品質の製品を提供することで、お客様の信頼をさらに高めていくことが重要です。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"In order to maintain and develop a brand image, it is important to further enhance your trust by providing safe and high -quality products that meet your values ​​and needs."
59,109,世界の金融サービス業界では激しい競争が繰り広げられています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Fierce competition is being held in the global financial service industry.
60,110,自動車金融の競争激化は、利益率の減少を引き起こす可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Intensing competition in car finance can cause a decrease in profit margin.
61,111,この他トヨタの金融事業に影響を与える要因には、トヨタ車の販売台数の減少、中古車の価格低下による残存価値リスクの増加、貸倒率の増加および資金調達費用の増加が挙げられます。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Other factors that affect Toyota's financial business include a decrease in the number of Toyota vehicles, the increase in residual value risks due to the decrease in used cars, the increase in lease rate, and the increase in financing costs."
62,112,トヨタは、機密データを含む電子情報を処理・送信・蓄積するため、または製造・研究開発・サプライチェーン管理・販売・会計を含む様々なビジネスプロセスや活動を管理・サポートするために、第三者によって管理されているものも含め、様々な情報技術ネットワークやシステムを利用しています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"Toyota is a third party to process, transmit, and accumulate electronic information containing confidential data, and to manage and support various business processes and activities including manufacturing, research and development, supply chain management, sales, and accounting. We use various information technology networks and systems, including those managed."
63,113,さらに、トヨタの製品にも情報サービス機能や運転支援機能など様々なデジタル情報技術が利用されています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"In addition, Toyota products also use various digital information technology such as information service functions and driving support functions."
64,117,その結果、トヨタのブランド・イメージや、トヨタの財政状態、経営成績およびキャッシュ・フローに悪影響を及ぼす可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"As a result, it may adversely affect Toyota's brand image, Toyota's financial status, business performance and cash flow."
65,118,トヨタの収益は、外国為替相場の変動に影響を受け、主として日本円、米ドル、ユーロ、ならびに豪ドル、ロシア・ルーブル、加ドルおよび英国ポンドの価格変動によって影響を受けます。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Toyota's revenue is influenced by the fluctuations of foreign exchange rates and mainly due to the price fluctuations of Japanese yen, US dollar, Euro, Australian dollar, Russian Rouquet, Caddle and British Pound."
66,119,トヨタの連結財務諸表は、日本円で表示されているため、換算リスクという形で為替変動の影響を受けます。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Toyota's consolidated financial statements are displayed in Japanese yen, so they are affected by foreign exchange fluctuations in the form of conversion risk."
67,120,また、為替相場の変動は、外国通貨で販売する製品および調達する材料に、取引リスクという形で影響を与える可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In addition, fluctuations in exchange rates may affect the form of trading risks on products and materials that are sold in foreign currency."
68,121,特に、米ドルに対する円高の進行は、トヨタの経営成績に悪影響を与える可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In particular, the appreciation of the US dollar may adversely affect Toyota's business performance."
69,122,トヨタは、為替相場および金利の変動リスクを軽減するために、現地生産を行い、先物為替予約取引や金利スワップ取引を含むデリバティブ金融商品を利用していますが、依然として為替相場と金利の変動は、トヨタの財政状態、経営成績およびキャッシュ・フローに悪影響を与える可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Toyota uses local production to reduce the risk of exchange rates and interest rates, and uses derivative financial products that include futures exchange reservation transactions and interest rate swap transactions. It may adversely affect Toyota's financial status, business performance and cash flow."
70,123,為替変動の影響およびデリバティブ金融商品の利用に関しては、「３経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析(２)経営者の視点による経営成績等の状況に関する分析・検討内容①概観d.為替の変動」および連結財務諸表注記22を参照ください。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Regarding the impact of foreign exchange fluctuations and the use of derivative financial products, ""3 analysis of financial status of managers, business performance and cash flow status (2) Details of management and examination of management results from the perspective of management ①. Please refer to the outline d. Changes in exchange rate and the consolidated financial table 22."
71,125,世界経済が急激に悪化した場合、多くの金融機関や投資家は、自らの財務体力に見合った水準で金融市場に資金を供給することが難しい状況に陥る可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If the global economy deteriorates rapidly, many financial institutions and investors may have difficulty in providing funds to financial markets at a level that matches their own financial strength."
72,126,その結果、企業がその信用力に見合った条件で資金調達をすることが困難になる可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"As a result, it may be difficult for companies to raise funds in terms of their creditworthiness."
73,127,必要に応じて資金を適切な条件で調達できない場合、トヨタの財政状態、経営成績およびキャッシュ・フローが悪影響を受ける可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If the funds cannot be procured under appropriate conditions as needed, Toyota's financial status, business performance and cash flow may be adversely affected."
74,128,世界の自動車産業は、自動車の安全性や排ガス、燃費、騒音、公害をはじめとする環境問題などに関する様々な法律と政府の規制の適用を受けています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"The world's automotive industry has been applied to various laws and government regulations on the safety of automobiles, exhaust gas, fuel efficiency, noise, and environmental problems such as pollution."
75,129,特に、安全面では、法律や政府の規制に適合しない、またはその恐れのある自動車は、リコール等の市場処置の実施が求められます。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"In particular, in terms of safety, automobiles that do not comply with laws and government regulations are required to implement market treatments such as recalls."
76,130,さらに、トヨタはお客様の安心感の観点から、法律や政府の規制への適合性に関わらず、自主的にリコール等の市場処置を実施する可能性もあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,Neutral,"Furthermore, from the customer's security perspective, there is a possibility that market treatments such as recalls will be carried out independently, regardless of the law or government regulation."
77,131,トヨタが市場に投入した車両にリコール等の市場処置が必要となった場合(リコール等に関係する部品はトヨタが第三者から調達したものも含む)、製品のリコールや無償のサービスキャンペーンに係る費用を含めた様々な費用が発生する可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If Toyota's vehicles have put in the market, market treatments such as recalls are required (parts related to recalls, including those procured by Toyota from third parties), are related to product recalls and free service campaigns. Various costs, including costs, may be incurred."
78,132,また、多くの政府は、価格管理規制や為替管理規制を制定しています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In addition, many governments have established price management regulations and foreign exchange management regulations."
79,133,トヨタは、国際貿易の動向や政策の変化に関する費用を含むこれらの規制に適合するために費用を負担し、今後も法令遵守のために費用が発生する可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Toyota will pay for these regulations, including the costs of international trade trends and changes in policy, and will continue to pay for laws and regulations."
80,134,また、新しい法律または現行法の改正により、トヨタの今後の費用負担が増えるリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In addition, there is a risk that Toyota's future cost burden will increase due to the revision of the new law or current law."
81,135,このように、市場処置を講じたり法律や政府の規制へ適合するために多額の費用が発生した場合、トヨタの財政状態、経営成績およびキャッシュ・フローに悪影響を与える可能性があります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Thus, if a large amount of money is incurred to take market treatments and comply with laws and government regulations, it may adversely affect Toyota's financial status, business performance and cash flow."
82,137,また、株主との間で法的手続の当事者となったり、行政手続または当局の調査の対象となる可能性もあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In addition, it may be a legal party with shareholders, or may be subject to administrative procedures or authorities."
83,138,現在トヨタは、行政手続および当局の調査を含む、複数の係属中の法的手続の当事者となっています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"Currently, Toyota is a party to multiple legal procedures, including administrative procedures and authorities."
84,139,トヨタが当事者となる法的手続で不利な判断がなされた場合、トヨタの財政状態、経営成績およびキャッシュ・フローに悪影響が及ぶリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"If Toyota is disadvantaged in the legal procedure that is a party, there is a risk that Toyota's financial status, business performance and cash flow will be adversely affected."
85,140,政府の規制等の法的手続の状況については連結財務諸表注記25を参照ください。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"For the status of legal procedures such as government regulations, please refer to Consolidated Financial Tables Note 25."
86,141,トヨタは、全世界で事業を展開することに関連して、様々なイベントリスクにさらされています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Toyota is exposed to various event risks in connection with developing business worldwide.
87,142,これらのリスクとは、自然災害、感染症の発生・蔓延、政治・経済の不安定な局面、燃料供給の不足、天災などによる電力・交通機能・ガス・水道・通信等のインフラの障害、戦争、テロ、ストライキ、操業の中断などが挙げられます。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"These risks include natural disasters, the spread and spread of infectious diseases, the unstable phases of politics and economy, lack of fuel supply, infrastructure such as electricity, transportation functions, gas, water, and communication, and war. There are terrorism, strike, interruption of operations, etc."
88,144,トヨタの事業運営において、重大または長期間の障害ならびに遅延が発生した場合、トヨタの財政状態、経営成績およびキャッシュ・フローに悪影響が及ぶリスクがあります。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,"In the case of Toyota's business management, there is a risk that Toyota's financial status, business performance and cash flow will adversely affect if a serious or long -term disability or delay occurs."
89,145,新型コロナウイルスの世界的な感染拡大およびこれに対する政府やその他のステークホルダーの対応により、トヨタは様々な面で悪影響を受けています。,https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100IUNR.pdf,N/A,Toyota has been adversely affected in various aspects of global spread of the new Coronavirus and the response of government and other stakeholders to this.
