,URL,news_title,news_content,impact_type,translated
10,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Rajendra Singh a reconstruit les ""johads"", des bassins de rétention de l'eau de pluie.",Opportunity,"Rajera Singh has rebuilt the ""Johads"", rainwater retention basins."
11,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Bénédicte Manier cite aussi l’exemple de Rajendra Singh, connu en Inde comme ""l’homme de l’eau"". Dans le pays, 90% de l’eau est accaparée par l’agriculture, la moitié des États sont en situation de stress hydrique élevé et le pays devrait connaître un épuisement de ses ressources en eau en 2030. Une situation qui était déjà critique dans les années 80. Arrivé en 1985 dans le petit district d’Alwar, dans le Rajasthan, un État très aride du pays, l’ancien médecin a donc décidé de reconstruire les ""johads"", ces bassins qui retenaient l’eau des pluies et l’aidaient à s’infiltrer dans le sol. Avec succès. En s’associant à un ingénieur local et en mobilisant la population, les réservoirs étaient de nouveau remplis après deux ou trois moussons.",Opportunity,"Bénédicte Manier also quotes the example of Rajendra Singh, known in India as ""Water Man"". In the country, 90% of the water is monopolized by agriculture, half of the states are in a high water stress situation and the country should experience a exhaustion of its water resources in 2030. A situation which was already critical in The 80s. Arrived in 1985 in the small district of Alwar, in Rajasthan, a very arid state of the country, the former doctor therefore decided to rebuild the ""johads"", these basins which retained the water from the rains and help him infiltrate the ground. With success. By joining a local engineer and mobilizing the population, the tanks were again filled after two or three monsoons."
12,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Aujourd’hui encore, ""ils permettent de fournir 700 000 personnes en eau potable. Les fermiers sont parmi les plus riches de la région avec trois récoltes par an. Et cinq rivières disparues coulent à nouveau"" se réjouit Bénédicte Manier. Rajendra Singh a quant à lui reçu, en mars 2015, le prestigieux Stockholm Water Prize (le ""Nobel de l’eau"") pour avoir démontré que la désertification et la pauvreté rurale ne sont pas une fatalité.",Opportunity,"Even today, ""they provide 700,000 people in drinking water. Farmers are among the richest in the region with three harvests per year. And five disappeared rivers flow again"" is delighted to handle. Rajera Singh, in March 2015, received the prestigious Stockholm Water Prize (the ""Nobel Water"") for demonstrating that desertification and rural poverty are not inevitable."
13,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/transition-energetique-ce-que-contient-la-loi-definitivement-adoptee-par-le-parlement-143511.html,Transition énergétique : ce que contient la loi définitivement adoptée par le parlement,"Gaspillage : dans son volet ""économie circulaire"", la loi prévoit aussi plusieurs dispositions destinées à limiter l’usage des ressources. Objectif : diviser par deux la quantité de déchets jetés en décharge d’ici à 2025. Pour cela, les sacs plastiques jetables et non compostables seront interdits dès le 1er janvier 2016, les grandes surfaces devront donner aux associations leurs invendus alimentaires consommables, et l’obsolescence programmée sera sanctionnée.",Opportunity,"Waste: In its ""circular economy"" component, the law also provides several provisions intended to limit the use of resources. Objective: to divide by two the quantity of waste thrown in discharge by 2025. For this, the disposable and non -compostable plastic bags will be prohibited from January 1, 2016, large areas will have to give associations their unsold food consumables, and the 'planned obsolescence will be sanctioned."
14,https://www.novethic.fr/actualite/energie/energie-nucleaire/isr-rse/fukushima-4-ans-apres-l-insoluble-probleme-des-dechets-contamines-143141.html,"Fukushima : 4 ans après la catastrophe, l’insoluble problème des déchets contaminés","Quatre ans après le drame de Fukushima, les déchets contaminés s’accumulent. Des millions de mètres cubes de terre et de végétaux irradiés sont entassés dans des sacs en plastique, des centaines de milliers de litres d’eau radioactive sont stockés autour de la centrale... Et personne ne sait jusqu’où se sont enfoncés les trois cœurs de réacteurs fondus.",Risk,"Four years after Fukushima's drama, contaminated waste is accumulating. Millions of cubic meters of earth and irradiated plants are piled up in plastic bags, hundreds of thousands of liters of radioactive water are stored around the power plant ... and no one knows how far the three of them have been inserted molten reactor hearts."
15,https://www.novethic.fr/actualite/energie/efficacite-energetique/isr-rse/bresil-les-defis-energetiques-qui-attendent-dilma-rousseff-142869.html,Brésil : les défis énergétiques qui attendent Dilma Rousseff,"Le gouvernement s’est également tourné vers des sources d’énergie moins propres, notamment vers l’énergie thermique qui utilise des combustibles fossiles. ""Les centrales thermiques permettent d’assurer notre production énergétique notamment en cas de sécheresse, où elles peuvent prendre le relais"", justifie Franklin Miguel, spécialiste de l’énergie à la Fondation Getulio Vargas.",Opportunity,"The government has also turned to less clean energy sources, including thermal energy which uses fossil fuels. ""Thermal power plants make it possible to ensure our energy production, especially in the event of drought, where they can take over,"" justifies Franklin Miguel, energy specialist at the Getulio Vargas Foundation."
16,https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/la-yakoutie-pionniere-du-solaire-russe-142679.html,"En Russie, des panneaux solaires dans le cercle polaire","En République de Sakha, ou Yakoutie, les hivers glacials n’empêchent pas le soleil de briller. Sur la plus grande partie du territoire, équivalente à la moitié de l’Europe, la région russe expérimente donc l’installation de panneaux photovoltaïques pour ses nombreux villages isolés, chauffés et éclairés jusqu’à présent par de petites centrales diesel. Car là-bas, seuls les grands bassins de population sont connectés au réseau électrique.",Opportunity,"In the Republic of Sakha, or Yakutia, freezing winters do not prevent the sun from shining. In most of the territory, equivalent to half of Europe, the Russian region therefore experiences the installation of photovoltaic panels for its numerous isolated villages, heated and informed so far by small diesel power plants. Because there, only large population basins are connected to the electricity network."
17,https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"Près de trois fois plus d’ici à 2020, tandis que les fleuves de l’Est chinois sont déjà saturés. Pour atteindre son objectif, le gouvernement a relancé des projets de barrages controversés dans l’Himalaya. Après le Mékong, c’est le fleuve Yarlung Tsangpo qui est dans le viseur des autorités. Connu en Inde sous le nom de Brahmapoutre, il prend sa source au sud-ouest du Tibet avant de traverser la moitié de la province vers l’est. Dans cette zone, le cours d’eau a formé la plus profonde vallée du monde, que l’on appelle la ""Grande courbe"". Renforcé par un dénivelé de 2800 m sur 500 km, il y développe une puissance énorme qui n’a pas échappé aux ingénieurs chinois.",Risk,"Almost three times more by 2020, while the rivers of the eastern Chinese are already saturated. To achieve its objective, the government has relaunched controversial dam projects in the Himalayas. After the Mekong, the Yarlung Tsangpo river is in the viewfinder of the authorities. Known in India under the name of Brahmapoutre, it has its source in the southwest of Tibet before crossing half of the province to the east. In this area, the river has formed the deepest valley in the world, which is called the ""large curve"". Reinforced by an elevation of 2800 m by 500 km, he developed a huge power there which has not escaped Chinese engineers."
18,https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"En aval du Yarlung, ce sont les voisins indiens et bangladais qui redoutent la sécheresse. Le Brahmapoutre est essentiel à l’agriculture, notamment dans la région de l’Assam, qu’il arrose et fertilise de son limon. La Chine se défend en arguant que la plupart des ouvrages seront des barrages ""au fil de l’eau"", c’est-à-dire sans retenue importante. En bout de chaîne, le Bangladesh se sent pris dans un étau, car l’Inde prévoit de construire plus d’une centaine de barrages de tailles diverses sur le fleuve et ses affluents. Le fleuve connaîtra alors l’une des plus grandes concentrations de barrages au monde.",Risk,"Downstream of the Yarlung, it is the Indian neighbors and Bangladais who fear the drought. Brahmapoutre is essential to agriculture, especially in the Assam region, which it sprinkles and fertilizes its silt. China defends itself by arguing that most of the works will be dams ""over the water"", that is to say without significant restraint. At the end of the channel, the Bangladesh feels taken in a vice, because India plans to build more than a hundred dams of various sizes on the river and its tributaries. The river will then experience one of the largest concentrations of dams in the world."
19,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/une-conference-pour-lancer-le-financement-de-la-transition-energetique-142617.html,Une conférence pour lancer le financement de la transition énergétique,"Alain Fradin, le directeur général  de la Confédération nationale du Crédit Mutuel, a brandi un dossier type de demande : ""48 pages à remplir et si vous vous trompez sur une seule ligne vous n’obtenez pas les 17 000 euros. Les chargés de clientèle ont fini par renoncer à le proposer !"" Une procédure simplifiée devrait être adoptée rapidement  pour doper la souscription de ces prêts.",Opportunity,"Alain Fradin, the director general of the National Confederation of Crédit Mutuel, has brandished a type of request file: ""48 pages to fill out and if you are mistaken on a single line you do not get the 17,000 euros. Customer managers ended up giving up offering it! "" A simplified procedure should be adopted quickly to boost the subscription of these loans."
20,https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Le Conseil économique, social et environnemental (Cese) a adopté mercredi 11 janvier un avis sur la sobriété afin de favoriser son évolution dans la société et dans nos modes de vie. Signe que le sujet, encore tabou il y a un an, se démocratise. Parmi la vingtaine de préconisations, il y a la nécessité de faire émerger un récit positif, d'organiser un débat national sur la répartition des efforts ou encore l'importance de négocier l'organisation du travail.",Opportunity,"The Economic, Social and Environmental Council (EESC) adopted an opinion on sobriety on Wednesday, January 11 in order to promote its development in society and in our lifestyles. A sign that the subject, still taboo a year ago, democratizes. Among the twenty recommendations, there is the need to bring out a positive story, to organize a national debate on the distribution of efforts or the importance of negotiating the organization of work."
21,https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Un débat national sur la répartition de l’effort 
""Quand nous avons lancé nos travaux, il y a moins d'un an, il y avait de nombreuses oppositions de principe voire idéologiques contre la sobriété. Mais chacun a su faire un pas vers l’autre pour aboutir à un consensus et s'accorder sur le fait que c'est un élément essentiel de la transition écologique, analyse Sylvain Boucherand, président de la Commission environnement au sein du Cese. Cet avis pose la première pierre vers l'élaboration d'une politique de sobriété qui nous permette de répondre à la fois aux enjeux environnementaux et aux inégalités sociales"".",Opportunity,"A national debate on the distribution of effort
""When we launched our work, less than a year ago, there were many oppositions of principle or even ideological against sobriety. But everyone was able to take a step towards the other to reach a consensus and S ' Granting on the fact that this is an essential element of the ecological transition, analyzes Sylvain Boucherand, president of the environment commission within the EESC. This opinion lays the first stone towards the development of a sobriety policy that allows us to Respond to both environmental issues and social inequalities ""."
22,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Les contrôleurs de la SNCF se sont mobilisés sur une page Facebook, à la manière des Gilets jaunes. S’ils ont profité du cadre juridique du préavis de grève déposé par les organisations syndicales, leur mouvement a pourtant débordé les représentants du personnel. Ces collectifs qui se mobilisent sur les réseaux sociaux se développent, et illustrent l’émergence de nouvelles formes de contestations sociales.",Risk,"SNCF controllers mobilized on a Facebook page, like yellow vests. If they took advantage of the legal framework for the strike notice filed by the trade union organizations, their movement has however overwhelmed the staff representatives. These collectives that are mobilizing on social networks develop, and illustrate the emergence of new forms of social disputes."
23,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"""La direction n’est pas parvenue à prendre la mesure de ce malaise et les organisations syndicales non plus"", s’étonne sur France Inter Stéphane Sirot, historien spécialiste des relations sociales. ""C’est un mouvement qui interroge l’aspect institutionnel des relations sociales, qui a du mal à capter les attentes d’un certain nombre de salariés"", ajoute-t-il.",Risk,"""Management has failed to take the measure of this discomfort and trade union organizations either,"" is surprised on France Inter Stéphane Sirot, historian specialist in social relations. ""It is a movement that questions the institutional aspect of social relations, which has trouble capturing the expectations of a certain number of employees,"" he adds."
24,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Des syndicats moins proches du terrain
Un constat partagé par des syndicats de la SNCF, selon qui la réforme de 2018 qui a créé le Comité social et économique (CSE) en fusionnant les anciens comités d’entreprise et comité d’hygiène, de sécurité et de conditions de travail (CHSCT), a affaibli les relations sociales dans les entreprises en éloignant les syndicalistes du terrain. ""Les élus doivent gérer des périmètres plus étendus, ils sont pris dans des processus de négociation obligatoires qui leur prennent beaucoup de temps. Cela rend la présence sur le terrain de la médiation des organisations syndicales plus compliquée"", estime Stéphane Sirot sur France Inter.",Risk,"Unions less close to the field
An observation shared by SNCF unions, according to which the reform of 2018 which created the Social and Economic Committee (CSE) by merging the old works councils and hygiene, safety and working conditions committee (CHSCT ), weakened social relations in companies by removing unionists from the field. ""Elected officials must manage more extensive perimeters, they are taken in compulsory negotiation processes which take them a lot of time. This makes the presence in the field of mediation of union organizations more complicated,"" said Stéphane Sirot on France Inter."
25,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Cette moindre représentation dans les entreprises laisse émerger des revendications issues de catégories de personnels qui peinent à se faire entendre. Début décembre, un autre collectif né sur Facebook s’était aussi manifesté, celui baptisé ""Médecins pour demain"". Se définissant comme ""apolitique et asyndical"", et comptant plusieurs milliers de membres sur le réseau social, il avait appelé à la grève les 1er et 2 décembre pour demander le doublement des tarifs de consultation.",Opportunity,"This slightest representation in companies lets emerge claims from categories of personnel who are struggling to be heard. In early December, another collective born on Facebook was also manifested, the one called ""Doctors for tomorrow"". Defining itself as ""apolitical and asyndical"", and counting several thousand members on the social network, he had called for the strike on December 1 and 2 to request the doubling of the consultation rates."
26,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"À la SNCF, les négociations entre les syndicats et la direction ont finalement abouti et les organisations syndicales ont levé leur préavis de grève pour le week-end du jour de l’an. Le prochain test pour le climat social risque cependant d’arriver très vite. Après les négociations salariales de fin d’année, la présentation de la réforme des retraites le 10 janvier prochain pourrait, à nouveau, faire émerger de nouvelles revendications catégorielles…",Risk,"At the SNCF, the negotiations between the unions and the management finally led and the trade union organizations raised their strike notice for the year weekend. The next social climate test may however arrive very quickly. After the end -of -year salary negotiations, the presentation of the pension reform on January 10 could, again, bring out new categorical claims ..."
27,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Certains décident de refuser de payer leur facture énergétique, d’autres demandent des augmentations de salaires… Le retour de l’inflation en Europe en 2022, après des années de stabilité, pèse lourdement sur les plus vulnérables. Les citoyens européens sont descendus dans la rue depuis l’été pour manifester leur mécontentement face à l’augmentation du coût de la vie. À l’occasion de la fin d’année, Novethic vous propose de revenir sur une sélection d’événements marquants.",Risk,"Some decide to refuse to pay their energy bill, others require wage increases ... The return of inflation in Europe in 2022, after years of stability, weighs heavily on the most vulnerable. European citizens have come down to the street since the summer to express their dissatisfaction with the increase in the cost of living. On the occasion of the end of the year, NOVTHIC invites you to return to a selection of significant events."
28,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Tensions sociales en série en Europe
Partout en Europe des mouvements sociaux ont émergé au cours de l’année pour protester contre l’élévation du coût de la vie. Au Royaume-Uni, un mouvement citoyen baptisé ""Don’t pay"" a vu le jour cet été. Il incite les Anglais à s’engager à ne pas payer leur facture énergétique pour protester contre les hausses de prix. Surtout, le pays connaît une vague de grèves sans précédent depuis cet été. Cheminots, douaniers, jusqu’aux infirmières ont décidé de débrayer dès l’été 2022. Après une petite trêve lors des funérailles de la reine Elizabeth II, les grèves ont repris à l’automne. Les derniers jours de décembre s’annoncent particulièrement chauds outre-Manche.",Risk,"Social tensions in series in Europe
All over Europe of social movements emerged during the year to protest against the elevation of the cost of living. In the United Kingdom, a citizen movement called ""Don’t Pay"" was born this summer. He encourages the English to agree not to pay their energy bill to protest against price increases. Above all, the country has experienced an unprecedented wave since this summer. Railroad workers, customs, to the nurses decided to disengage in the summer of 2022. After a small truce during the funeral of Queen Elizabeth II, the strikes resumed in the fall. The last days of December promise to be particularly hot across the Channel."
29,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","En Belgique, en Autriche, en République Tchèque, en Allemagne… Les mouvements sociaux se sont multipliés aux quatre coins de l’Europe pour demander des hausses de salaires permettant de faire face à l’inflation. Les tensions sur le marché de l’emploi que de nombreux pays connaissent depuis le redémarrage post-Covid ont en effet permis une augmentation des salaires. Mais celle-ci s’est limitée à 3,8% en Europe selon les chiffres compilés par la Banque centrale européenne. Bien loin des 10% de hausse des prix…",Risk,"In Belgium, Austria, in the Czech Republic, Germany ... Social movements have multiplied all over Europe to request wage increases to deal with inflation. Tensions on the job market that many countries have known since the post-Cavid restart has indeed enabled an increase in wages. But it was limited to 3.8% in Europe according to figures compiled by the European Central Bank. Far from the 10% increase in prices ..."
30,https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/royaume-uni-de-nouveaux-mouvements-sociaux-contre-la-vie-chere-151238.html,Royaume-Uni : de nouveaux mouvements sociaux contre la vie chère,"La fin du mois de décembre se révèle tendue au Royaume-Uni. Plusieurs mouvements de grève, touchant de nombreux secteurs publics, sont en train d’émerger pour cette fin d’année. Près d’un million de travailleurs britanniques devraient ainsi faire grève d’ici le 31 décembre pour protester contre la hausse du coût de la vie et la stagnation des salaires. Le Royaume-Uni a en effet connu un taux d’inflation dépassant les 11% sur un an, selon les chiffres d’octobre.",Risk,"The end of December is tense in the United Kingdom. Several strike movements, affecting many public sectors, are emerging for this end of the year. Nearly a million British workers are expected to strike by December 31 to protest against the increase in the cost of living and the stagnation of wages. The United Kingdom has indeed experienced an inflation rate exceeding 11% over a year, according to October figures."
